,Gender,Age,Annual Income (k),Spending Score (1-100),Email
11417,1,68.0,59.0,55.0,cstokes@gmail.com
11418,1,18.0,4322.0,41.0,lemke.flavie@yahoo.com
11419,1,48.0,60.0,49.0,langworth.hadley@krajcik.com
11420,1,40.0,60.0,40.0,ronaldo88@waters.com
11421,1,32.0,60.0,42.0,braun.jada@hotmail.com
11422,1,24.0,60.0,52.0,archibald59@gmail.com
11423,1,47.0,60.0,47.0,edwina46@hotmail.com
11424,1,27.0,60.0,50.0,nleffler@hickle.org
11425,1,21.0,890.0,42.0,randy64@lueilwitz.com
11426,1,20.0,61.0,49.0,kyler.shields@gmail.com
11427,1,23.0,62.0,41.0,al74@stanton.com
11428,1,49.0,62.0,48.0,tbotsford@dubuque.com
11429,1,67.0,62.0,59.0,robb63@braun.com
11430,1,26.0,7890.0,55.0,barry78@yahoo.com
11431,1,49.0,62.0,56.0,bailey.wendy@funk.net
11432,1,21.0,62.0,42.0,zmoen@hotmail.com
11433,1,20.0,63.0,50.0,enrique67@yahoo.com
11434,1,56.0,670.0,46.0,maria53@lemke.com
11435,1,68.0,63.0,43.0,usimonis@jerde.com
11436,1,66.0,63.0,48.0,isac41@schuppe.org
11437,1,65.0,63.0,52.0,lchamplin@quigley.com
11438,1,19.0,63.0,54.0,armani86@cassin.com
11439,1,38.0,64.0,42.0,gferry@miller.com
11440,1,19.0,64.0,46.0,garth65@mueller.com
11441,1,18.0,65.0,48.0,dickens.emma@yahoo.com
11442,1,69.0,65.0,50.0,liam.marks@sawayn.com
11443,1,63.0,1200.0,43.0,lawson.tillman@pollich.com
11444,1,49.0,65.0,59.0,rrunolfsdottir@cormier.org
11445,1,18.0,67.0,43.0,bethany.boyle@gmail.com
11446,1,50.0,67.0,57.0,simonis.clare@gmail.com
11447,1,27.0,67.0,56.0,iauer@dibbert.com
11448,1,38.0,1167.0,40.0,hbalistreri@yahoo.com
11449,1,40.0,69.0,58.0,eula.schamberger@hoppe.biz
11450,1,39.0,69.0,91.0,hahn.olaf@streich.org
11451,1,32.0,70.0,29.0,csmith@hotmail.com
11452,1,23.0,1234.0,77.0,harvey.chandler@yahoo.com
11453,1,43.0,71.0,35.0,rosinski@little.com
11454,1,40.0,71.0,95.0,delbert99@gmail.com
11456,1,56.0,71.0,75.0,forest.stark@yahoo.com
11458,1,39.0,71.0,75.0,ibruen@stehr.com
11459,1,25.0,72.0,34.0,hulda.kutch@sanford.com
11460,1,31.0,72.0,71.0,mante.turner@hotmail.com
11462,1,29.0,73.0,88.0,sjast@deckow.com
11464,1,32.0,61.0,73.0,cindy73@rempel.biz
11466,1,35.0,120.0,72.0,daniel.diamond@yahoo.com
11468,1,32.0,75.0,93.0,gottlieb.patrick@yahoo.com
11469,1,28.0,76.0,40.0,kreiger.adelbert@yahoo.com
11470,1,32.0,76.0,87.0,olga.larson@flatley.com
11472,1,28.0,123.0,97.0,johnston.donavon@king.com
11473,1,22.0,77.0,36.0,yfisher@yahoo.com
11474,1,32.0,77.0,74.0,roberta.oconner@hotmail.com
11475,1,34.0,78.0,22.0,alva76@schoen.com
11476,1,34.0,78.0,90.0,peter65@kutch.com
11478,1,39.0,780.0,88.0,bradley75@stehr.org
11480,1,38.0,78.0,76.0,june75@yahoo.com
11484,1,30.0,78.0,78.0,shanie.hudson@witting.biz
11486,1,30.0,78.0,73.0,nolan.mireille@goyette.com
11487,1,56.0,79.0,35.0,sophia82@hotmail.com
11488,1,29.0,79.0,83.0,jast.carmela@yahoo.com
11490,1,31.0,56.0,93.0,gene98@ruecker.com
11491,1,50.0,85.0,26.0,zhartmann@ledner.info
11492,1,36.0,85.0,75.0,ludie.raynor@dooley.org
11494,1,44.0,86.0,95.0,america.breitenberg@hotmail.com
11495,1,36.0,87.0,27.0,swiza@yahoo.com
11496,1,32.0,666.0,63.0,cordell.mraz@gmail.com
11498,1,28.0,87.0,75.0,goldner.allan@hagenes.com
11500,1,36.0,87.0,92.0,renee98@ward.org
11502,1,30.0,88.0,86.0,susan.balistreri@ruecker.com
11504,1,27.0,88.0,69.0,orland45@corwin.net
11506,1,35.0,93.0,90.0,jeanie57@hotmail.com
11507,1,37.0,97.0,32.0,pheller@okon.com
11508,1,32.0,987.0,86.0,wiley37@prohaska.com
11510,1,29.0,98.0,88.0,kaylin70@hahn.com
11511,1,41.0,99.0,39.0,tiara.kozey@yahoo.com
11512,1,50.0,99.0,97.0,monahan.vicente@schuppe.com
11513,1,54.0,101.0,24.0,qfritsch@hotmail.com
11514,1,28.0,101.0,68.0,kozey.arthur@schaefer.com
11516,1,36.0,103.0,85.0,qvandervort@gmail.com
11517,1,34.0,1030.0,23.0,lbruen@gmail.com
11518,1,32.0,103.0,69.0,vstroman@witting.com
11520,1,38.0,113.0,91.0,alden.donnelly@pfeffer.com
11522,1,23.0,120.0,79.0,jamaal.swaniawski@hotmail.com
11523,1,45.0,126.0,28.0,johnson.casper@kuhn.com
11524,1,32.0,126.0,74.0,bruen.julio@bartoletti.biz
11526,1,59.0,137.0,83.0,ziemann.kamron@borer.com
11530,1,23.0,45.0,77.0,glenna.veum@braun.com
11534,1,23.0,44.0,94.0,ogreenfelder@schaefer.com
11540,1,24.0,55.0,77.0,fwolff@schowalter.biz
11543,1,53.0,21.0,35.0,kub.juana@barrows.com
11544,1,20.0,34.0,66.0,prosacco.brenna@gmail.com
11545,1,52.0,23.0,29.0,padberg.preston@purdy.org
11546,1,35.0,23.0,98.0,osbaldo.treutel@yahoo.com
11547,1,35.0,24.0,35.0,melvin29@kuvalis.info
11548,1,25.0,24.0,73.0,cordell.muller@quigley.com
11550,1,31.0,25.0,73.0,blick.brooklyn@gmail.com
11551,1,39.0,28.0,78.0,borer.reanna@gmail.com
11552,1,29.0,28.0,82.0,freda81@goyette.com
11553,1,45.0,234.0,32.0,melvina.wuckert@hotmail.com
11554,1,35.0,28.0,61.0,fbode@hermann.org
11555,1,40.0,24.0,31.0,hans50@gottlieb.biz
11556,1,23.0,234.0,87.0,tiffany.larkin@gmail.com
11558,1,21.0,30.0,73.0,rroberts@parker.com
11560,1,18.0,123.0,92.0,electa82@pfannerstill.net
11562,1,21.0,55.0,81.0,lshanahan@hotmail.com
11564,1,30.0,34.0,73.0,tamara.harber@leuschke.com
11565,1,36.0,37.0,26.0,xstreich@yahoo.com
11566,1,20.0,23.0,75.0,nicolas.coleman@yahoo.com
11567,1,65.0,38.0,35.0,sylvia75@gmail.com
11568,1,24.0,38.0,92.0,tristin30@schowalter.biz
11569,1,48.0,39.0,36.0,thad91@veum.com
11570,1,45.0,39.0,61.0,michelle02@wisozk.biz
11571,1,49.0,33.0,28.0,jweissnat@okeefe.net
11572,1,24.0,39.0,65.0,norn@gmail.com
11573,1,50.0,40.0,55.0,elton.wilderman@gmail.com
11574,1,27.0,678.0,47.0,daryl.gutmann@lowe.com
11575,1,29.0,40.0,42.0,obogisich@wiza.com
11576,1,31.0,40.0,42.0,ustehr@hotmail.com
11577,1,49.0,45.0,52.0,bettie40@gusikowski.com
11578,1,33.0,42.0,60.0,jtorphy@gmail.com
11579,1,31.0,43.0,54.0,reva17@hotmail.com
11580,1,59.0,43.0,60.0,beahan.jarrell@gmail.com
11581,1,50.0,43.0,45.0,beahan.elliott@gmail.com
11582,1,47.0,43.0,41.0,fstrosin@koepp.net
11583,1,32.0,44.0,50.0,cristopher.halvorson@yahoo.com
11584,1,69.0,44.0,46.0,bgoyette@yahoo.com
11585,1,27.0,46.0,51.0,rhea60@macejkovic.com
11586,1,53.0,1200.0,46.0,travis18@gmail.com
11587,1,70.0,46.0,56.0,balistreri.margarita@abshire.com
11588,1,19.0,46.0,55.0,dandre31@gmail.com
11589,1,67.0,444.0,52.0,felicia.lockman@blanda.org
11590,1,19.0,47.0,67.0,bahringer.lisette@ward.org
11591,1,63.0,55.0,51.0,hhalvorson@nolan.biz
11592,1,18.0,48.0,59.0,catharine61@braun.net
11593,1,43.0,48.0,50.0,mrau@frami.com
11594,1,68.0,48.0,48.0,roscoe37@hotmail.com
11595,1,19.0,1409.0,59.0,gottlieb.leola@gmail.com
11596,1,32.0,48.0,47.0,shawn45@douglas.com
11597,1,70.0,49.0,55.0,nick.mccullough@hotmail.com
11598,1,47.0,123.0,42.0,marlee04@yahoo.com
11599,1,60.0,50.0,77.0,bgutmann@hotmail.com
11600,1,60.0,50.0,56.0,tyra.kautzer@yahoo.com
11601,1,59.0,54.0,47.0,chelsey.ward@jones.biz
11602,1,26.0,54.0,30.0,robel.drake@lehner.info
11603,1,67.0,54.0,53.0,wschuppe@morar.com
11604,1,40.0,54.0,48.0,deichmann@parisian.com
11605,1,23.0,54.0,52.0,dmohr@hotmail.com
11606,1,49.0,111.0,42.0,melyna17@bergstrom.com
11607,1,57.0,345.0,51.0,mustafa.macejkovic@ankunding.info
11608,1,38.0,54.0,55.0,zreichert@yahoo.com
11609,1,67.0,54.0,41.0,edwina.carroll@kuhlman.com
11610,1,32.0,54.0,44.0,nikolaus.jimmy@steuber.com
11611,1,21.0,54.0,57.0,nikolas59@yahoo.com
11612,1,48.0,54.0,46.0,arnaldo83@hotmail.com
11613,1,45.0,222.0,58.0,thomas87@bode.com
11614,1,22.0,57.0,55.0,melissa.dicki@bogisich.net
11615,1,34.0,58.0,60.0,gia91@russel.com
11616,1,50.0,5670.0,46.0,mayer.estefania@stroman.com
11617,1,68.0,59.0,55.0,omari81@gmail.com
11618,1,18.0,666.0,41.0,ankunding.sasha@gmail.com
11619,1,48.0,60.0,49.0,kaelyn.kreiger@yahoo.com
11620,1,40.0,120.0,40.0,esther74@mccullough.com
11621,1,32.0,60.0,42.0,ozella.rodriguez@hotmail.com
11622,1,24.0,60.0,52.0,smitham.carolanne@hotmail.com
11623,1,47.0,900.0,47.0,julia92@gmail.com
11624,1,27.0,60.0,50.0,oziemann@altenwerth.com
11625,1,34.0,61.0,42.0,keeling.fannie@yahoo.com
11626,1,20.0,45.0,49.0,milford77@gmail.com
11627,1,30.0,137.0,83.0,mleffler@gmail.com
11631,1,23.0,45.0,77.0,monahan.danyka@yahoo.com
11635,1,23.0,44.0,94.0,fluettgen@kozey.com
11641,1,24.0,55.0,77.0,elmo84@yahoo.com
11644,1,53.0,21.0,35.0,cruickshank.tiara@hotmail.com
11645,1,20.0,34.0,66.0,fadel.willard@hotmail.com
11646,1,52.0,23.0,29.0,carli.kuphal@yahoo.com
11647,1,35.0,999.0,98.0,fern94@hotmail.com
11648,1,35.0,24.0,35.0,baby67@gmail.com
11649,1,25.0,24.0,73.0,will.bernardo@hotmail.com
11651,1,31.0,25.0,73.0,fay08@padberg.biz
11653,1,29.0,28.0,82.0,zpadberg@yahoo.com
11654,1,45.0,28.0,32.0,wilderman.paxton@yahoo.com
11655,1,35.0,28.0,61.0,edwardo00@mante.com
11656,1,40.0,435.0,31.0,elody.volkman@hotmail.com
11657,1,23.0,29.0,87.0,fwatsica@klocko.com
11659,1,21.0,30.0,73.0,porn@rice.org
11661,1,18.0,123.0,92.0,ambrose74@hotmail.com
11663,1,21.0,33.0,81.0,lsimonis@hotmail.com
11665,1,30.0,34.0,73.0,immanuel74@hand.com
11666,1,36.0,37.0,26.0,dach.nelson@hotmail.com
11667,1,20.0,23.0,75.0,cummings.eugenia@hotmail.com
11668,1,65.0,222.0,35.0,mckenzie.amalia@yahoo.com
11669,1,24.0,38.0,92.0,gerhold.alexander@yahoo.com
11670,1,48.0,39.0,36.0,bernadine95@gmail.com
11671,1,45.0,39.0,61.0,bridgette93@gmail.com
11672,1,49.0,33.0,28.0,eblock@yahoo.com
11673,1,24.0,39.0,65.0,damore.kaleigh@yahoo.com
11674,1,50.0,670.0,55.0,marguerite15@feest.info
11675,1,27.0,40.0,47.0,ohoeger@hotmail.com
11676,1,29.0,40.0,42.0,erolfson@hotmail.com
11677,1,31.0,40.0,42.0,jovan.kihn@gmail.com
11678,1,49.0,45.0,52.0,leonora70@effertz.com
11679,1,33.0,42.0,60.0,aniya48@gmail.com
11680,1,31.0,43.0,54.0,kbeahan@gmail.com
11681,1,59.0,43.0,60.0,elenor44@gmail.com
11682,1,50.0,43.0,45.0,tyreek.romaguera@windler.com
11683,1,47.0,660.0,41.0,emmy79@gmail.com
11684,1,32.0,44.0,50.0,little.fidel@raynor.com
11685,1,69.0,44.0,46.0,shayna.kuhlman@yahoo.com
11686,1,27.0,46.0,51.0,asha.senger@yahoo.com
11687,1,53.0,666.0,46.0,julian13@hotmail.com
11688,1,70.0,46.0,56.0,breanna57@parisian.com
11689,1,19.0,46.0,55.0,toby.deckow@gmail.com
11690,1,67.0,47.0,52.0,gavin17@hintz.biz
11691,1,19.0,47.0,59.0,grady21@yahoo.com
11692,1,63.0,450.0,51.0,bspinka@osinski.com
11693,1,18.0,48.0,59.0,ottis.kulas@brekke.info
11694,1,43.0,48.0,50.0,jerry39@jenkins.com
11695,1,68.0,48.0,48.0,rohan.herman@bernier.com
11696,1,19.0,48.0,59.0,vschuppe@yahoo.com
11697,1,32.0,48.0,47.0,jany81@hotmail.com
11698,1,70.0,49.0,55.0,dietrich.albertha@ryan.com
11699,1,47.0,123.0,42.0,johan84@yahoo.com
11700,1,60.0,50.0,49.0,ena.cummings@marvin.net
11701,1,60.0,500.0,56.0,frami.bonita@lemke.com
11702,1,59.0,54.0,47.0,hettie42@hotmail.com
11703,1,26.0,54.0,54.0,crona.isaac@koelpin.biz
11704,1,67.0,54.0,53.0,alessandra.will@conn.biz
11705,1,40.0,54.0,48.0,lesly.koss@yahoo.com
11706,1,23.0,54.0,52.0,conn.kyle@leuschke.com
11707,1,49.0,111.0,42.0,herzog.stefan@hotmail.com
11708,1,57.0,54.0,51.0,mwunsch@yahoo.com
11709,1,38.0,54.0,55.0,fritsch.jennyfer@gmail.com
11710,1,67.0,2290.0,41.0,mark.schuster@gmail.com
11711,1,46.0,54.0,44.0,nwilkinson@grady.com
11712,1,21.0,54.0,57.0,jast.juanita@hickle.biz
11713,1,48.0,54.0,46.0,dgraham@veum.com
11714,1,45.0,222.0,58.0,ally.sawayn@gibson.com
11715,1,22.0,57.0,55.0,powlowski.mae@herman.com
11716,1,34.0,58.0,60.0,lula.murray@effertz.com
11717,1,50.0,58.0,46.0,okeefe.jacklyn@toy.org
11718,1,68.0,59.0,55.0,wintheiser.bertram@sawayn.biz
11719,1,18.0,560.0,41.0,sipes.jessy@jenkins.com
11720,1,48.0,60.0,49.0,kovacek.dariana@gmail.com
11721,1,40.0,60.0,40.0,miles77@gleason.net
11722,1,32.0,60.0,42.0,ukohler@kutch.com
11723,1,24.0,60.0,36.0,bell22@gmail.com
11724,1,47.0,60.0,47.0,jerod43@yahoo.com
11725,1,27.0,60.0,50.0,dietrich.beryl@dach.org
11726,1,34.0,61.0,42.0,era.morissette@simonis.org
11727,1,20.0,45.0,49.0,lorenzo.lang@schuppe.com
11728,1,23.0,790.0,41.0,albin.simonis@funk.net
11729,1,49.0,62.0,48.0,drippin@steuber.biz
11730,1,67.0,62.0,59.0,joanne.corkery@schinner.com
11731,1,26.0,62.0,55.0,curt.borer@gmail.com
11732,1,49.0,62.0,56.0,lenore.brown@hoeger.org
11733,1,21.0,62.0,42.0,douglas20@hotmail.com
11734,1,66.0,54.0,50.0,carolyn.mcdermott@gmail.com
11735,1,56.0,63.0,46.0,suzanne.hoppe@gmail.com
11736,1,68.0,63.0,43.0,alda13@bruen.net
11737,1,66.0,63.0,48.0,ora18@gmail.com
11738,1,65.0,63.0,52.0,ledner.paolo@johnson.net
11739,1,19.0,63.0,54.0,cremin.roxanne@russel.com
11740,1,38.0,64.0,42.0,luna.feest@gmail.com
11741,1,19.0,64.0,46.0,ofisher@boehm.org
11742,1,18.0,65.0,48.0,anna.kreiger@west.com
11743,1,69.0,65.0,50.0,eloisa19@yahoo.com
11744,1,63.0,65.0,43.0,delbert60@gmail.com
11745,1,49.0,65.0,59.0,katarina82@hotmail.com
11746,1,51.0,999.0,43.0,euna.lehner@morar.net
11747,1,50.0,67.0,57.0,tfunk@moore.com
11748,1,27.0,67.0,56.0,jacobs.mckenna@yahoo.com
11749,1,38.0,67.0,40.0,yasmin.mueller@moen.org
11750,1,40.0,44.0,58.0,yadira63@pagac.info
11751,1,39.0,69.0,91.0,gmarks@legros.com
11752,1,23.0,70.0,29.0,allene.berge@harvey.net
11753,1,23.0,70.0,77.0,uziemann@gmail.com
11754,1,43.0,71.0,35.0,sigrid.muller@yahoo.com
11755,1,40.0,71.0,95.0,genoveva76@buckridge.com
11757,1,38.0,789.0,75.0,ryann.dicki@yahoo.com
11759,1,39.0,71.0,75.0,solson@considine.com
11760,1,25.0,72.0,34.0,schneider.lonny@gmail.com
11761,1,31.0,72.0,71.0,brendan27@yahoo.com
11762,1,35.0,500.0,55.0,obie.wunsch@hotmail.com
11763,1,29.0,73.0,88.0,shayna.tillman@hotmail.com
11765,1,32.0,73.0,73.0,elinor70@gmail.com
11767,1,35.0,74.0,72.0,jacinthe.mckenzie@hotmail.com
11769,1,32.0,908.0,93.0,trisha.spinka@king.org
11770,1,28.0,76.0,40.0,erick.friesen@rippin.com
11771,1,32.0,76.0,87.0,eliza36@herzog.com
11773,1,28.0,77.0,97.0,cleta.lebsack@yahoo.com
11774,1,25.0,77.0,36.0,drice@herman.com
11775,1,32.0,77.0,74.0,qohara@gmail.com
11776,1,34.0,78.0,22.0,kertzmann.thora@purdy.biz
11777,1,34.0,230.0,88.0,fsimonis@hotmail.com
11779,1,39.0,78.0,88.0,gino99@abernathy.com
11781,1,38.0,78.0,76.0,ypagac@skiles.org
11783,1,27.0,78.0,89.0,letha.bashirian@bergstrom.com
11785,1,30.0,78.0,78.0,emilio46@yahoo.com
11786,1,34.0,78.0,40.0,abbott.leopoldo@gmail.com
11787,1,30.0,78.0,73.0,ptorp@yahoo.com
11788,1,56.0,79.0,35.0,kyle.goldner@franecki.biz
11789,1,29.0,79.0,83.0,murray.juliana@gmail.com
11791,1,44.0,81.0,93.0,hcorwin@stark.com
11792,1,50.0,85.0,26.0,flakin@yahoo.com
11793,1,36.0,85.0,75.0,alize.tremblay@lindgren.com
11795,1,33.0,86.0,95.0,holly.wunsch@hotmail.com
11796,1,36.0,777.0,27.0,hirthe.larissa@pfeffer.com
11797,1,32.0,87.0,63.0,wraynor@jacobson.org
11798,1,40.0,87.0,50.0,camille.wiegand@corkery.info
11799,1,28.0,87.0,75.0,weissnat.anne@gmail.com
11801,1,36.0,87.0,92.0,zhaley@hotmail.com
11803,1,30.0,88.0,86.0,cordia22@gmail.com
11805,1,27.0,88.0,69.0,ewald.stamm@wuckert.net
11807,1,35.0,93.0,66.0,estel.prosacco@gleason.info
11808,1,37.0,97.0,32.0,breitenberg.cleveland@hill.com
11809,1,32.0,97.0,86.0,brielle.runolfsson@gmail.com
11811,1,29.0,98.0,88.0,wblock@padberg.com
11812,1,60.0,99.0,39.0,hill.nash@paucek.com
11813,1,50.0,99.0,97.0,naomie.bins@gerhold.com
11814,1,54.0,101.0,24.0,alisa31@hotmail.com
11815,1,28.0,101.0,68.0,dickens.elisabeth@blanda.com
11817,1,36.0,103.0,85.0,aklocko@dickens.net
11818,1,34.0,103.0,23.0,maribel.hamill@cummings.biz
11819,1,32.0,55.0,69.0,senger.moises@ernser.com
11821,1,38.0,113.0,91.0,hackett.chesley@gmail.com
11823,1,23.0,120.0,79.0,fisher.arvel@hotmail.com
11824,1,45.0,126.0,28.0,bulah04@gmail.com
11825,1,32.0,145.0,74.0,npaucek@gmail.com
11827,1,59.0,137.0,83.0,cormier.shanel@hessel.com
11828,1,29.0,120.0,39.0,gutmann.amparo@yahoo.com
11832,1,31.0,130.0,40.0,hkoelpin@yahoo.com
11844,1,53.0,21.0,35.0,mia.wintheiser@yahoo.com
11845,1,20.0,21.0,66.0,quitzon.phoebe@labadie.org
11846,1,52.0,23.0,29.0,jeffry.olson@cole.com
11847,1,35.0,23.0,98.0,lbernhard@botsford.com
11848,1,31.0,24.0,91.0,plowe@yahoo.com
11849,1,25.0,24.0,73.0,audie82@king.com
11851,1,31.0,25.0,73.0,jaclyn19@becker.com
11853,1,29.0,28.0,82.0,gfahey@johns.info
11854,1,45.0,28.0,32.0,bmclaughlin@hotmail.com
11855,1,35.0,28.0,50.0,dubuque.vincenza@yahoo.com
11856,1,40.0,29.0,31.0,matilda60@hotmail.com
11857,1,23.0,29.0,87.0,qrunolfsdottir@hotmail.com
11859,1,21.0,30.0,73.0,fnienow@pfeffer.biz
11861,1,18.0,33.0,92.0,meghan.okon@jerde.com
11863,1,21.0,33.0,81.0,ricky01@hotmail.com
11865,1,30.0,34.0,73.0,braulio50@marquardt.com
11866,1,36.0,37.0,26.0,jenkins.clemmie@turner.org
11867,1,20.0,222.0,75.0,jakayla.walker@gmail.com
11868,1,65.0,38.0,35.0,mrussel@hodkiewicz.info
11869,1,24.0,38.0,77.0,mmarquardt@gmail.com
11870,1,48.0,39.0,36.0,umaggio@yahoo.com
11871,1,45.0,39.0,61.0,kirlin.kendall@gottlieb.info
11872,1,21.0,39.0,28.0,qbartoletti@gmail.com
11873,1,24.0,230.0,65.0,shields.orlando@hodkiewicz.net
11874,1,50.0,40.0,55.0,rogelio.gulgowski@towne.info
11875,1,27.0,40.0,47.0,junior.gerhold@hotmail.com
11876,1,29.0,40.0,42.0,cathy79@gmail.com
11877,1,31.0,40.0,42.0,irma.beahan@gmail.com
11878,1,49.0,42.0,52.0,bartoletti.vella@gmail.com
11879,1,33.0,42.0,60.0,hhodkiewicz@gibson.com
11880,1,31.0,43.0,54.0,xrodriguez@hotmail.com
11881,1,59.0,43.0,60.0,mills.ludwig@hotmail.com
11882,1,50.0,43.0,45.0,madelyn65@yahoo.com
11883,1,47.0,43.0,41.0,jessika.sipes@roob.biz
11884,1,32.0,44.0,50.0,klein.ayden@schaefer.org
11885,1,69.0,450.0,46.0,marlen97@turcotte.info
11886,1,56.0,46.0,51.0,urodriguez@gmail.com
11887,1,53.0,46.0,66.0,tracy.langosh@oconner.com
11888,1,70.0,46.0,56.0,avis.kiehn@parisian.com
11889,1,19.0,46.0,55.0,verner78@yahoo.com
11890,1,67.0,1000.0,52.0,oullrich@harvey.net
11891,1,19.0,47.0,59.0,opollich@gmail.com
11892,1,63.0,48.0,51.0,nader.shanelle@hotmail.com
11893,1,18.0,48.0,59.0,aritchie@batz.net
11894,1,43.0,48.0,50.0,casandra22@okeefe.info
11895,1,68.0,48.0,48.0,wlueilwitz@yahoo.com
11896,1,19.0,645.0,59.0,jmckenzie@gmail.com
11897,1,32.0,48.0,47.0,anderson.elsa@grant.info
11898,1,32.0,49.0,55.0,lenore.krajcik@cole.com
11899,1,47.0,49.0,90.0,ysatterfield@jacobi.com
11900,1,60.0,50.0,49.0,fern26@quigley.com
11902,1,59.0,54.0,47.0,connelly.ewell@yahoo.com
11903,1,26.0,54.0,54.0,gabriella69@halvorson.com
11904,1,67.0,54.0,53.0,tyrique95@wilkinson.com
11905,1,40.0,456.0,48.0,casimer.powlowski@yahoo.com
11906,1,23.0,54.0,52.0,luciano87@ondricka.com
11907,1,49.0,54.0,42.0,noconner@yahoo.com
11908,1,57.0,54.0,51.0,garrick.deckow@lang.net
11909,1,38.0,334.0,55.0,dallas67@marvin.com
11910,1,67.0,54.0,41.0,julius56@considine.net
11911,1,46.0,54.0,44.0,elijah39@kunde.org
11912,1,21.0,54.0,57.0,dlarson@waters.com
11913,1,48.0,54.0,46.0,xmitchell@heaney.com
11915,1,22.0,57.0,55.0,melvina.spencer@ferry.org
11916,1,34.0,58.0,60.0,clifton32@gmail.com
11917,1,50.0,58.0,46.0,mhintz@streich.biz
11918,1,68.0,59.0,55.0,xbode@gerhold.com
11919,1,18.0,59.0,41.0,pzemlak@gmail.com
11920,1,48.0,60.0,49.0,imani.balistreri@gmail.com
11921,1,40.0,60.0,40.0,ferne45@yahoo.com
11922,1,32.0,678.0,42.0,medhurst.hadley@hotmail.com
11923,1,24.0,60.0,52.0,glenna96@bruen.com
11924,1,47.0,60.0,47.0,amari.wehner@gmail.com
11925,1,27.0,60.0,50.0,eloy.auer@hamill.com
11926,1,21.0,890.0,42.0,wokuneva@hotmail.com
11927,1,20.0,61.0,49.0,pbergstrom@greenholt.net
11928,1,59.0,137.0,83.0,margarita.mcdermott@hayes.biz
11932,1,23.0,45.0,77.0,klind@hyatt.com
11936,1,23.0,44.0,94.0,schultz.jerrell@cruickshank.net
11942,1,24.0,55.0,77.0,rico.purdy@gmail.com
11945,1,53.0,21.0,35.0,quitzon.elvera@hotmail.com
11946,1,20.0,34.0,66.0,damian04@gmail.com
11947,1,52.0,23.0,29.0,moen.krystel@gmail.com
11948,1,35.0,23.0,98.0,vkassulke@gmail.com
11949,1,35.0,24.0,35.0,antonetta58@gmail.com
11950,1,25.0,24.0,73.0,leffler.malvina@turcotte.net
11952,1,31.0,25.0,73.0,bruen.margarete@ruecker.com
11953,1,39.0,28.0,78.0,asa.hessel@leffler.com
11954,1,29.0,28.0,82.0,eparker@swaniawski.com
11955,1,45.0,234.0,32.0,rkiehn@bins.com
11956,1,35.0,28.0,61.0,kilback.adah@hotmail.com
11957,1,40.0,24.0,31.0,yesenia68@hotmail.com
11958,1,23.0,234.0,87.0,sasha88@hickle.org
11960,1,21.0,30.0,73.0,ghilpert@yahoo.com
11962,1,18.0,123.0,92.0,camron18@yahoo.com
11964,1,21.0,55.0,81.0,mclaughlin.jacinthe@huel.com
11966,1,30.0,34.0,73.0,watsica.nicole@yahoo.com
11967,1,36.0,37.0,26.0,nathaniel.tremblay@gmail.com
11968,1,20.0,23.0,75.0,rlockman@hotmail.com
11969,1,65.0,38.0,35.0,lillian.barton@hotmail.com
11970,1,24.0,38.0,92.0,dashawn73@heathcote.info
11971,1,48.0,39.0,36.0,abraham.hermiston@gmail.com
11972,1,45.0,39.0,61.0,florence.trantow@wolf.info
11973,1,49.0,33.0,28.0,gregorio.konopelski@gmail.com
11974,1,24.0,39.0,65.0,yokon@hotmail.com
11975,1,50.0,40.0,55.0,leuschke.jeremie@lang.biz
11976,1,27.0,678.0,47.0,olin00@gmail.com
11977,1,29.0,40.0,42.0,yschuppe@hilpert.com
11978,1,31.0,40.0,42.0,lisa.friesen@hotmail.com
11979,1,49.0,45.0,52.0,nikolas39@yahoo.com
11980,1,33.0,42.0,60.0,ernser.yolanda@yahoo.com
11981,1,31.0,43.0,54.0,qbalistreri@casper.com
11982,1,59.0,43.0,60.0,jett.gibson@gmail.com
11983,1,50.0,43.0,45.0,vpagac@wintheiser.com
11984,1,47.0,43.0,41.0,hdeckow@hotmail.com
11985,1,32.0,44.0,50.0,jordane53@conroy.net
11986,1,69.0,44.0,46.0,mbins@gibson.biz
11987,1,27.0,46.0,51.0,tlind@yahoo.com
11988,1,53.0,1200.0,46.0,savannah63@gmail.com
11989,1,70.0,46.0,56.0,johns.nettie@dubuque.info
11990,1,19.0,46.0,55.0,tierra.lehner@king.biz
11991,1,67.0,444.0,52.0,armstrong.penelope@waelchi.com
11992,1,19.0,47.0,67.0,vbuckridge@hotmail.com
11993,1,63.0,55.0,51.0,michael33@hotmail.com
11994,1,18.0,48.0,59.0,boyer.alexie@hotmail.com
11995,1,43.0,48.0,50.0,klocko.sheridan@hotmail.com
11996,1,68.0,48.0,48.0,cali35@gmail.com
11997,1,19.0,1409.0,59.0,keshawn03@treutel.com
11998,1,32.0,48.0,47.0,raul.cole@kunde.com
11999,1,70.0,49.0,55.0,rosanna45@harvey.com
12000,1,47.0,123.0,42.0,satterfield.ralph@gmail.com
12001,1,60.0,50.0,77.0,gleichner.hugh@yahoo.com
12002,1,60.0,50.0,56.0,kari.abshire@gmail.com
12003,1,59.0,54.0,47.0,marisa05@yahoo.com
12004,1,26.0,54.0,30.0,cormier.casandra@gmail.com
